rank,weight,validation_fitness,formula,rpn_tokens,infix,score,train_fitness,generation,token_count,depth,source_seed,source_run,source_rank,occurrence_count,source_archive_latex
1,1.000000000,0.834500000,\log\left(\left(\mathrm{GradNorm}\right)^2\right) - \frac{\mathrm{Jacov}}{\mathrm{Snip}},Grad_Norm Square Log Jacov Snip Div Sub <EOS>,(log(square(Grad_Norm)) - (Jacov / Snip)),0.834500000,0.797600000,104,7,4,2175,run_monash_time_unique1000,1,1,TIME__current_velocity__5T/seed_2175/run_monash_time_unique1000/visualizations/archive_latex.tex
2,0.999099099,0.833300000,\mathrm{JacobFro} - \frac{\mathrm{Jacov}}{\left(\mathrm{L2Norm}\right) \cdot \left(\mathrm{ZiCo}\right)},Jacob_fro Jacov L2-Norm ZiCo Mul Div Sub <EOS>,(Jacob_fro - (Jacov / (L2-Norm * ZiCo))),0.833300000,0.818700000,5,7,4,2065,run_monash_time_unique1000,1,2,TIME__current_velocity__5T/seed_2065/run_monash_time_unique1000/visualizations/archive_latex.tex
3,0.998198198,0.832800000,\mathrm{JacobFro} - \left(\sqrt{\mathrm{GraSP}}\right) \cdot \left(\frac{\mathrm{Jacov}}{\mathrm{Snip}}\right),Jacob_fro GraSP Sqrt Jacov Snip Div Mul Sub <EOS>,(Jacob_fro - (sqrt(GraSP) * (Jacov / Snip))),0.832800000,0.833700000,159,8,4,2109,run_monash_time_unique1000,1,2,TIME__current_velocity__5T/seed_2109/run_monash_time_unique1000/visualizations/archive_latex.tex
4,0.997297297,0.831400000,\left(\frac{\mathrm{Snip}}{\mathrm{GradNorm}} - \mathrm{JacobFro}\right) \cdot \left(\mathrm{Jacov}\right),Snip Grad_Norm Div Jacob_fro Sub Jacov Mul <EOS>,(((Snip / Grad_Norm) - Jacob_fro) * Jacov),0.831400000,0.834700000,12,7,4,2036,run_monash_time_unique1000,1,9,TIME__current_velocity__5T/seed_2036/run_monash_time_unique1000/visualizations/archive_latex.tex
5,0.996396396,0.831400000,\left(\mathrm{Jacov}\right) \cdot \left(\frac{\mathrm{Snip}}{\mathrm{GradNorm}} - \mathrm{JacobFro}\right),Jacov Snip Grad_Norm Div Jacob_fro Sub Mul <EOS>,(Jacov * ((Snip / Grad_Norm) - Jacob_fro)),0.831400000,0.834700000,196,7,4,2087,run_monash_time_unique1000,1,3,TIME__current_velocity__5T/seed_2087/run_monash_time_unique1000/visualizations/archive_latex.tex
6,0.995495495,0.831200000,\left(\mathrm{GradNorm}\right)^2 - \left(\mathrm{JacobFro}\right) \cdot \left(\frac{\mathrm{Jacov}}{\mathrm{Snip}}\right),Grad_Norm Square Jacob_fro Jacov Snip Div Mul Sub <EOS>,(square(Grad_Norm) - (Jacob_fro * (Jacov / Snip))),0.831200000,0.783500000,163,8,4,2123,run_monash_time_unique1000,1,1,TIME__current_velocity__5T/seed_2123/run_monash_time_unique1000/visualizations/archive_latex.tex
7,0.994594595,0.830700000,\mathrm{JacobFro} - \left(\frac{\mathrm{Jacov}}{\mathrm{Snip}}\right) \cdot \left(\sqrt{\mathrm{GradNorm}}\right),Jacob_fro Jacov Snip Div Grad_Norm Sqrt Mul Sub <EOS>,(Jacob_fro - ((Jacov / Snip) * sqrt(Grad_Norm))),0.830700000,0.802600000,194,8,4,2062,run_monash_time_unique1000,1,2,TIME__current_velocity__5T/seed_2062/run_monash_time_unique1000/visualizations/archive_latex.tex
8,0.993693694,0.830700000,\mathrm{JacobFro} - \left(\sqrt{\mathrm{GradNorm}}\right) \cdot \left(\frac{\mathrm{Jacov}}{\mathrm{Snip}}\right),Jacob_fro Grad_Norm Sqrt Jacov Snip Div Mul Sub <EOS>,(Jacob_fro - (sqrt(Grad_Norm) * (Jacov / Snip))),0.830700000,0.802600000,18,8,4,2129,run_monash_time_unique1000,1,2,TIME__current_velocity__5T/seed_2129/run_monash_time_unique1000/visualizations/archive_latex.tex
9,0.992792793,0.829900000,\mathrm{JacobFro} + \left(\frac{\mathrm{Jacov}}{\mathrm{L2Norm}}\right)^2,Jacob_fro Jacov L2-Norm Div Square Add <EOS>,(Jacob_fro + square((Jacov / L2-Norm))),0.829900000,0.830300000,196,6,4,2027,run_monash_time_unique1000,1,1,TIME__current_velocity__5T/seed_2027/run_monash_time_unique1000/visualizations/archive_latex.tex
10,0.991891892,0.829900000,\left(\frac{\mathrm{Jacov}}{\mathrm{L2Norm}}\right)^2 + \mathrm{JacobFro},Jacov L2-Norm Div Square Jacob_fro Add <EOS>,(square((Jacov / L2-Norm)) + Jacob_fro),0.829900000,0.830300000,143,6,4,2048,run_monash_time_unique1000,1,2,TIME__current_velocity__5T/seed_2048/run_monash_time_unique1000/visualizations/archive_latex.tex
