rank,weight,validation_fitness,formula,rpn_tokens,infix,score,train_fitness,generation,token_count,depth,source_seed,source_run,source_rank,occurrence_count,source_archive_latex
1,1.000000000,0.839400000,\left(\sqrt{\mathrm{GFLOPs}}\right) \cdot \left(\frac{\left(\mathrm{GraSP}\right) \cdot \left(\mathrm{Jacov}\right)}{\left(\mathrm{Snip}\right)^2}\right),GFLOPs Sqrt GraSP Jacov Mul Snip Square Div Mul <EOS>,(sqrt(GFLOPs) * ((GraSP * Jacov) / square(Snip))),0.839400000,0.814700000,194,9,4,2175,run_monash_time_unique1000,1,1,TIME__current_velocity__20T/seed_2175/run_monash_time_unique1000/visualizations/archive_latex.tex
2,0.999099099,0.837000000,\mathrm{GFLOPs} - \frac{\mathrm{L2Norm}}{\log\left(\mathrm{Jacov}\right)},GFLOPs L2-Norm Jacov Log Div Sub <EOS>,(GFLOPs - (L2-Norm / log(Jacov))),0.837000000,0.788000000,7,6,4,2030,run_monash_time_unique1000,1,3,TIME__current_velocity__20T/seed_2030/run_monash_time_unique1000/visualizations/archive_latex.tex
3,0.998198198,0.833400000,\left(\left(\frac{\mathrm{plain}}{\mathrm{MParams}}\right)^2 - \mathrm{Jacov}\right) \cdot \left(\mathrm{JacobFro}\right),plain MParams Div Square Jacov Sub Jacob_fro Mul <EOS>,((square((plain / MParams)) - Jacov) * Jacob_fro),0.833400000,0.787200000,15,8,5,2185,run_monash_time_unique1000,1,1,TIME__current_velocity__20T/seed_2185/run_monash_time_unique1000/visualizations/archive_latex.tex
4,0.997297297,0.831600000,\frac{\log\left(\sqrt{\log\left(\mathrm{Snip}\right) - \sqrt{\mathrm{GradNorm}}}\right)}{\mathrm{Jacov}},Snip Log Grad_Norm Sqrt Sub Sqrt Log Jacov Div <EOS>,(log(sqrt((log(Snip) - sqrt(Grad_Norm)))) / Jacov),0.831600000,0.754000000,163,9,6,2192,run_monash_time_unique1000,1,1,TIME__current_velocity__20T/seed_2192/run_monash_time_unique1000/visualizations/archive_latex.tex
5,0.996396396,0.829000000,\left(\left(\mathrm{plain}\right) \cdot \left(\log\left(\mathrm{MParams}\right)\right)\right)^2 + \sqrt{\mathrm{Jacov}},plain MParams Log Mul Square Jacov Sqrt Add <EOS>,(square((plain * log(MParams))) + sqrt(Jacov)),0.829000000,0.766000000,111,8,5,2218,run_monash_time_unique1000,1,1,TIME__current_velocity__20T/seed_2218/run_monash_time_unique1000/visualizations/archive_latex.tex
6,0.995495495,0.827700000,\frac{\mathrm{JacobFro}}{\mathrm{MParams}} - \frac{\mathrm{Jacov}}{\mathrm{ZiCo}},Jacob_fro MParams Div Jacov ZiCo Div Sub <EOS>,((Jacob_fro / MParams) - (Jacov / ZiCo)),0.827700000,0.762700000,19,7,3,2181,run_monash_time_unique1000,1,1,TIME__current_velocity__20T/seed_2181/run_monash_time_unique1000/visualizations/archive_latex.tex
7,0.994594595,0.825300000,\left(\frac{\mathrm{plain}}{\mathrm{MParams}}\right)^2 - \mathrm{Jacov},plain MParams Div Square Jacov Sub <EOS>,(square((plain / MParams)) - Jacov),0.825300000,0.783600000,182,6,4,2052,run_monash_time_unique1000,1,3,TIME__current_velocity__20T/seed_2052/run_monash_time_unique1000/visualizations/archive_latex.tex
8,0.993693694,0.824900000,\mathrm{JacobFro} - \frac{\log\left(\mathrm{GSynFlow}\right)}{\mathrm{MParams}} - \mathrm{Jacov},Jacob_fro GSynFlow Log MParams Div Sub Jacov Sub <EOS>,((Jacob_fro - (log(GSynFlow) / MParams)) - Jacov),0.824900000,0.794800000,6,8,5,2072,run_monash_time_unique1000,1,1,TIME__current_velocity__20T/seed_2072/run_monash_time_unique1000/visualizations/archive_latex.tex
9,0.992792793,0.824700000,\left(\left(\log\left(\mathrm{MParams}\right)\right)^2\right) \cdot \left(\mathrm{JacobFro}\right) - \mathrm{Jacov},MParams Log Square Jacob_fro Mul Jacov Sub <EOS>,((square(log(MParams)) * Jacob_fro) - Jacov),0.824700000,0.751800000,188,7,5,2154,run_monash_time_unique1000,1,1,TIME__current_velocity__20T/seed_2154/run_monash_time_unique1000/visualizations/archive_latex.tex
10,0.991891892,0.824400000,\left(\log\left(\left(\frac{\mathrm{plain}}{\mathrm{GSynFlow}}\right)^2\right) - \mathrm{Jacov}\right) \cdot \left(\mathrm{JacobFro}\right),plain GSynFlow Div Square Log Jacov Sub Jacob_fro Mul <EOS>,((log(square((plain / GSynFlow))) - Jacov) * Jacob_fro),0.824400000,0.809100000,107,9,6,2045,run_monash_time_unique1000,1,1,TIME__current_velocity__20T/seed_2045/run_monash_time_unique1000/visualizations/archive_latex.tex
11,0.990990991,0.824400000,\frac{\mathrm{JacobFro} + \mathrm{JacobFro}}{\mathrm{ZiCo}} - \mathrm{Jacov},Jacob_fro Jacob_fro Add ZiCo Div Jacov Sub <EOS>,(((Jacob_fro + Jacob_fro) / ZiCo) - Jacov),0.824400000,0.803500000,4,7,4,2094,run_monash_time_unique1000,1,1,TIME__current_velocity__20T/seed_2094/run_monash_time_unique1000/visualizations/archive_latex.tex
12,0.990090090,0.822900000,\log\left(\left(\frac{\left(\mathrm{plain}\right)^2}{\left(\mathrm{GSynFlow}\right)^2}\right)^2\right) - \mathrm{Jacov},plain Square GSynFlow Square Div Square Log Jacov Sub <EOS>,(log(square((square(plain) / square(GSynFlow)))) - Jacov),0.822900000,0.809100000,36,9,6,2038,run_monash_time_unique1000,1,1,TIME__current_velocity__20T/seed_2038/run_monash_time_unique1000/visualizations/archive_latex.tex
13,0.989189189,0.822500000,\mathrm{MParams} - \left(\mathrm{GradNorm}\right) \cdot \left(\frac{\mathrm{Jacov}}{\mathrm{Snip}}\right),MParams Grad_Norm Jacov Snip Div Mul Sub <EOS>,(MParams - (Grad_Norm * (Jacov / Snip))),0.822500000,0.770700000,138,7,4,2149,run_monash_time_unique1000,1,1,TIME__current_velocity__20T/seed_2149/run_monash_time_unique1000/visualizations/archive_latex.tex
14,0.988288288,0.822500000,\mathrm{MParams} - \frac{\left(\mathrm{Jacov}\right) \cdot \left(\mathrm{GradNorm}\right)}{\mathrm{Snip}},MParams Jacov Grad_Norm Mul Snip Div Sub <EOS>,(MParams - ((Jacov * Grad_Norm) / Snip)),0.822500000,0.770700000,176,7,4,2219,run_monash_time_unique1000,1,1,TIME__current_velocity__20T/seed_2219/run_monash_time_unique1000/visualizations/archive_latex.tex
15,0.987387387,0.822000000,\frac{\left(\mathrm{JacobFro}\right)^2}{\left(\mathrm{Snip}\right) \cdot \left(\mathrm{GFLOPs}\right)} - \mathrm{Jacov},Jacob_fro Square Snip GFLOPs Mul Div Jacov Sub <EOS>,((square(Jacob_fro) / (Snip * GFLOPs)) - Jacov),0.822000000,0.763100000,151,8,4,2080,run_monash_time_unique1000,1,1,TIME__current_velocity__20T/seed_2080/run_monash_time_unique1000/visualizations/archive_latex.tex
16,0.986486486,0.822000000,\frac{\mathrm{JacobFro}}{\left(\mathrm{GFLOPs}\right)^2} - \mathrm{Jacov},Jacob_fro GFLOPs Square Div Jacov Sub <EOS>,((Jacob_fro / square(GFLOPs)) - Jacov),0.822000000,0.768700000,104,6,4,2178,run_monash_time_unique1000,1,1,TIME__current_velocity__20T/seed_2178/run_monash_time_unique1000/visualizations/archive_latex.tex
