group_id,group_rank,dataset,family,source_format,source_path,split,sample_rank,window_index,series_index,window_start,seq_len,n_channels,pooling,scale,mode_5,mode_10,acf_timescale,acf_first_min,ami2,trev,high_fluctuation,stretch_high,transition_matrix,periodicity,embedding_dist,ami_timescale,whiten_timescale,outlier_timing_pos,outlier_timing_neg,centroid_freq,stretch_decreasing,entropy_pairs,rs_range,dfa,low_freq_power,forecast_error
group_001,1,electricity,Benchmark,csv,dataset/electricity/electricity.csv,train,1,17790,0,17790,96,321,mean,train_split_standard,0.083278624,-0.173093779,4.360964771,11.984423676,0.426828522,0.037382780,0.818199705,15.613707165,0.030721093,22.074766355,0.390333076,5.323987539,0.628670906,-0.034689772,0.007090472,0.861912386,8.778816199,1.711881537,0.590298175,0.381842457,0.274950525,0.677742378
group_001,1,electricity,Benchmark,csv,dataset/electricity/electricity.csv,train,2,7270,0,7270,96,321,mean,train_split_standard,0.094237411,-0.131934246,4.168040917,12.006230530,0.425430621,0.081372068,0.827545499,14.376947040,0.022876648,21.950155763,0.370750742,5.118380062,0.592048995,0.146790628,-0.094561267,0.855675890,8.738317757,1.722341138,0.570538496,0.282510013,0.281373174,0.684350582
group_001,1,electricity,Benchmark,csv,dataset/electricity/electricity.csv,train,3,8144,0,8144,96,321,mean,train_split_standard,0.062503308,-0.229206268,4.163741904,11.367601246,0.433981711,0.028252401,0.820134448,15.009345794,0.030319640,21.950155763,0.389517404,5.105919003,0.622382103,-0.023332035,0.160874221,0.882116900,9.087227414,1.716317069,0.596350690,0.328259902,0.274644685,0.679511942
group_001,1,electricity,Benchmark,csv,dataset/electricity/electricity.csv,train,4,726,0,726,96,321,mean,train_split_standard,0.239911818,0.016986242,3.407369623,10.788161994,0.421553339,0.041849232,0.830300049,14.218068536,0.024331200,21.669781931,0.394148442,4.320872274,0.669398086,0.037220924,0.048237928,0.866830968,8.993769470,1.739817579,0.555407210,0.313662661,0.307369608,0.711590863
group_001,1,electricity,Benchmark,csv,dataset/electricity/electricity.csv,train,5,2555,0,2555,96,321,mean,train_split_standard,0.205584516,0.108534640,3.889564704,10.769470405,0.403327168,0.039793152,0.831808493,14.376947040,0.020772194,21.202492212,0.354320142,4.439252336,0.645893955,0.018691589,0.063019211,0.848159373,8.143302181,1.748698668,0.497552292,0.276279484,0.319603225,0.738918928
group_001,1,electricity,Benchmark,csv,dataset/electricity/electricity.csv,train,6,2373,0,2373,96,321,mean,train_split_standard,0.198602997,0.020155601,3.985398131,11.330218069,0.416801846,0.055815678,0.823708805,14.548286604,0.025027544,20.894080997,0.363851289,4.937694704,0.621996435,0.041520639,-0.197300104,0.852501328,8.065420561,1.734061665,0.570182466,0.325945705,0.308287130,0.708017517
group_001,1,electricity,Benchmark,csv,dataset/electricity/electricity.csv,train,7,17441,0,17441,96,321,mean,train_split_standard,0.017470296,-0.265839322,4.160191717,11.218068536,0.429871761,0.031536502,0.823610428,14.953271028,0.027655634,22.087227414,0.398865317,4.971962617,0.648378532,0.069768951,-0.000227155,0.875489767,9.068535826,1.689423069,0.448954161,0.312772586,0.291160067,0.673811767
group_001,1,electricity,Benchmark,csv,dataset/electricity/electricity.csv,train,8,12883,0,12883,96,321,mean,train_split_standard,0.012288204,-0.193347644,4.262954164,11.566978193,0.430378505,0.059438252,0.822265945,14.965732087,0.022450421,20.993769470,0.394478155,5.327102804,0.671381620,0.072559709,-0.014213396,0.866894863,8.682242991,1.706317297,0.495772141,0.358878505,0.288866264,0.673837409
group_001,1,electricity,Benchmark,csv,dataset/electricity/electricity.csv,train,9,10781,0,10781,96,321,mean,train_split_standard,0.281902453,-0.020046320,3.714432540,11.582554517,0.415612626,0.050529992,0.834399082,14.476635514,0.020418631,21.968847352,0.375426147,4.426791277,0.652416787,0.020865784,0.005889798,0.838402595,8.448598131,1.744414090,0.573742768,0.314641745,0.298500237,0.712808345
group_001,1,electricity,Benchmark,csv,dataset/electricity/electricity.csv,train,10,11160,0,11160,96,321,mean,train_split_standard,0.208748417,-0.007328965,4.025504691,11.604361371,0.415000859,0.056949040,0.823282505,14.588785047,0.023648500,21.320872274,0.368667752,4.803738318,0.608580222,0.110835280,-0.013028946,0.859811641,8.090342679,1.735036512,0.489897641,0.251980418,0.291312987,0.700676750
group_001,1,electricity,Benchmark,csv,dataset/electricity/electricity.csv,train,11,15930,0,15930,96,321,mean,train_split_standard,0.072813107,-0.088269457,3.901182957,10.719626168,0.374665704,-0.046900491,0.823026316,14.956250000,0.022516340,21.529595016,0.218555416,4.962500000,0.420792147,-0.062695313,0.065787760,0.803158005,8.587500000,1.759673848,0.531875000,0.349375000,0.337168977,0.742957686
