group_id,group_rank,dataset,family,source_format,source_path,split,sample_rank,window_index,series_index,window_start,seq_len,n_channels,pooling,scale,mode_5,mode_10,acf_timescale,acf_first_min,ami2,trev,high_fluctuation,stretch_high,transition_matrix,periodicity,embedding_dist,ami_timescale,whiten_timescale,outlier_timing_pos,outlier_timing_neg,centroid_freq,stretch_decreasing,entropy_pairs,rs_range,dfa,low_freq_power,forecast_error
group_001,1,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,1,73570611,202,360935,96,1,mean,train_split_standard,-0.393574897,-0.619817066,1.834199442,7.000000000,0.163659249,-0.073461546,0.852631579,9.000000000,0.005671078,11.000000000,0.169632125,3.000000000,0.500000000,-0.187500000,0.010416667,0.686538813,6.000000000,1.926122016,0.228571429,0.742857143,0.441786467,0.981917153
group_001,1,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,2,82695293,225,318197,96,1,mean,train_split_standard,0.711103917,0.453540131,3.880411103,1.000000000,0.479535582,0.137683119,0.894736842,8.000000000,0.040000000,4.000000000,0.205412859,3.000000000,0.058823529,-0.593750000,0.791666667,0.625540291,3.000000000,2.093846730,0.771428571,0.828571429,0.196349541,0.736837282
group_001,1,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,3,81709015,222,409374,96,1,mean,train_split_standard,-0.873215979,-0.991853879,15.559415753,45.000000000,0.591825455,0.030410120,0.357894737,47.000000000,0.111111111,0.000000000,0.416655699,28.000000000,0.074074074,0.375000000,-0.468750000,0.952130460,6.000000000,1.701756008,0.171428571,0.657142857,0.049087385,0.350528173
group_001,1,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,4,52269208,144,320331,96,1,mean,train_split_standard,-0.874178603,-0.661816370,3.677755443,10.000000000,0.350881924,0.125968455,0.905263158,11.000000000,0.003944773,19.000000000,0.255714118,5.000000000,0.285714286,0.166666667,-0.041666667,0.813234668,4.000000000,1.909112198,0.485714286,0.685714286,0.294524311,0.737856452
group_001,1,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,5,25788832,76,41433,96,1,mean,train_split_standard,-0.117476597,-0.461401288,9.942532697,19.000000000,0.337820487,0.086997363,0.494736842,30.000000000,0.111111111,28.000000000,0.039250702,10.000000000,0.034482759,0.604166667,-0.333333333,0.750075107,8.000000000,1.405901603,0.828571429,0.600000000,0.098174770,0.688771783
group_001,1,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,6,196785,1,101181,96,1,mean,train_split_standard,-0.588016810,-0.316725442,7.317356337,21.000000000,0.608932694,-0.532878109,0.389473684,20.000000000,0.111111111,22.000000000,0.052509107,15.000000000,0.034482759,-0.229166667,-0.500000000,0.731036364,5.000000000,1.328204337,0.771428571,0.828571429,0.147262156,0.725270647
group_001,1,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,7,82771860,225,394764,96,1,mean,train_split_standard,-0.707257921,-0.482404657,0.587694222,1.000000000,0.160926708,0.335036402,0.894736842,5.000000000,0.003213296,4.000000000,0.084373218,2.000000000,1.000000000,-0.229166667,0.020833333,0.265050988,5.000000000,2.166197429,0.171428571,0.600000000,1.816233253,1.043622294
group_001,1,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,8,16809528,53,359371,96,1,mean,train_split_standard,-0.514752407,-0.736576561,1.724024970,13.000000000,0.279567157,-0.179738325,0.378947368,14.000000000,0.024691358,0.000000000,0.051414851,8.000000000,0.100000000,0.020833333,0.187500000,0.517754537,5.000000000,1.734550451,0.828571429,0.600000000,0.490873852,0.959944854
group_001,1,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,9,43399929,122,40389,96,1,mean,train_split_standard,-0.888935443,-1.038917037,7.316882926,16.000000000,0.652406637,0.022078983,0.568421053,18.000000000,0.047619048,0.000000000,0.332940496,11.000000000,0.166666667,-0.614583333,0.281250000,0.908919788,6.000000000,1.699053275,0.714285714,0.742857143,0.196349541,0.467898715
group_001,1,Monash__anonymous_public_load_power_data_per_unit,Monash,rds,dataset/Monash_Dataset/anonymous_public_load_power_data_per_unit/*.rds,train,10,9265836,27,28867,96,1,mean,train_split_standard,-0.854354418,-1.063722561,6.048475545,13.000000000,0.669939614,-0.049238681,0.884210526,13.000000000,0.013605442,13.000000000,0.183528647,11.000000000,0.076923077,-0.822916667,-0.270833333,0.871794530,6.000000000,1.647254628,0.828571429,0.600000000,0.147262156,0.576565594
